Area_sqft,Bedrooms,Bathrooms,Age_years,Parking_spaces,Location,Property_Type,Furnishing,Price
572,5,1.0,8.0,2,Mumbai,Independent House,Unfurnished,14333153.0
707,5,2.0,34.0,2,Thane,Apartment,Furnished,10631364.0
2882,3,3.0,27.0,2,Pune,Villa,Furnished,29935174.0
1125,1,3.0,0.0,1,Mumbai,Independent House,Semi-Furnished,22950387.0
1425,5,1.0,22.0,2,Nagpur,Independent House,Unfurnished,8643157.0
3889,5,2.0,26.0,3,Nagpur,Villa,Semi-Furnished,21988633.0
3995,3,3.0,32.0,2,Thane,Villa,Unfurnished,50330894.0
3856,3,3.0,30.0,3,Nagpur,Apartment,Semi-Furnished,18617136.0
1514,2,4.0,19.0,1,Thane,Apartment,Furnished,19228733.0
2978,1,2.0,11.0,0,Mumbai,Apartment,Unfurnished,54590209.0
2943,5,3.0,7.0,3,Nashik,Villa,Unfurnished,21179267.0
1240,3,4.0,3.0,1,Thane,Apartment,Unfurnished,17757956.0
2714,2,2.0,25.0,0,Nagpur,Apartment,Semi-Furnished,13142087.0
2601,4,4.0,38.0,0,Pune,Villa,Semi-Furnished,27106895.0
2084,1,2.0,3.0,1,Mumbai,Apartment,Unfurnished,38238135.0
3506,1,2.0,28.0,0,Nashik,Independent House,Furnished,20215395.0
3210,2,,23.0,2,Nagpur,Apartment,Semi-Furnished,16148212.0
2630,3,3.0,6.0,2,Nashik,Independent House,Unfurnished,17683589.0
3403,2,3.0,8.0,1,Nagpur,Apartment,Semi-Furnished,17033635.0
3552,1,1.0,11.0,0,Thane,Villa,Semi-Furnished,45408221.0
2767,2,1.0,27.0,0,Pune,Villa,Semi-Furnished,27141659.0
1570,2,4.0,11.0,3,Nashik,Apartment,Semi-Furnished,11312522.0
3533,3,4.0,33.0,1,Nashik,Apartment,Unfurnished,19851423.0
3370,3,4.0,14.0,0,Pune,Independent House,Unfurnished,33419927.0
4433,5,3.0,4.0,2,Mumbai,Apartment,Unfurnished,82951916.0
1099,5,4.0,3.0,3,Nashik,Villa,Unfurnished,11972692.0
2177,2,2.0,16.0,0,Thane,Apartment,Semi-Furnished,27659714.0
4196,5,1.0,16.0,3,Mumbai,Villa,Furnished,80876834.0
2558,3,1.0,29.0,2,Pune,Apartment,Semi-Furnished,23981993.0
4270,1,2.0,19.0,1,Mumbai,Apartment,Furnished,78359306.0
549,2,2.0,6.0,3,Thane,Apartment,Semi-Furnished,9227853.0
640,4,4.0,8.0,1,Nashik,Apartment,Unfurnished,6373030.0
3684,5,2.0,22.0,2,Mumbai,Apartment,Furnished,69413169.0
1933,2,3.0,13.0,0,Thane,Independent House,Unfurnished,25516332.0
2580,1,2.0,26.0,0,Pune,Villa,Unfurnished,24433433.0
2212,1,3.0,36.0,3,Mumbai,Independent House,Furnished,42437295.0
2131,1,3.0,14.0,3,Mumbai,Villa,Semi-Furnished,40941178.0
4257,4,1.0,22.0,0,Nagpur,Villa,Furnished,22921981.0
876,3,2.0,33.0,0,Thane,Apartment,Unfurnished,10529319.0
3588,3,1.0,8.0,2,Pune,Independent House,Furnished,35563599.0
4058,4,4.0,20.0,3,Nagpur,Apartment,Unfurnished,20738338.0
3129,5,3.0,12.0,2,Nagpur,Apartment,Semi-Furnished,16834036.0
2080,4,4.0,25.0,2,Thane,Independent House,Furnished,29838369.0
1140,1,4.0,29.0,1,Thane,Independent House,Semi-Furnished,14751553.0
3230,3,1.0,5.0,0,Nagpur,Apartment,Semi-Furnished,15956929.0
2375,5,3.0,7.0,3,Pune,Apartment,Furnished,25094442.0
1097,4,1.0,0.0,3,Mumbai,Villa,Furnished,25225324.0
1938,2,4.0,0.0,1,Thane,Villa,Unfurnished,27592545.0
4346,2,4.0,2.0,2,Nashik,Apartment,Unfurnished,26299703.0
1561,5,3.0,28.0,0,Nashik,Villa,Furnished,13648055.0
1213,1,4.0,36.0,1,Thane,Apartment,Semi-Furnished,14513729.0
3227,3,4.0,16.0,0,Thane,Apartment,Semi-Furnished,41070425.0
1298,1,4.0,35.0,1,Nagpur,Villa,Unfurnished,7384409.0
4179,5,1.0,29.0,0,Thane,Apartment,Unfurnished,51300633.0
3935,1,1.0,32.0,2,Pune,Villa,Furnished,38173906.0
4434,1,4.0,29.0,0,Nagpur,Apartment,Semi-Furnished,19691478.0
4150,2,2.0,7.0,2,Thane,Independent House,Furnished,54105954.0
1475,2,2.0,20.0,2,Pune,Apartment,Unfurnished,13969640.0
1348,3,1.0,21.0,3,Pune,Independent House,Unfurnished,13499018.0
1870,2,3.0,25.0,0,Nagpur,Villa,Semi-Furnished,10803219.0
2379,2,4.0,31.0,1,Nashik,Apartment,Furnished,14660537.0
4019,3,4.0,4.0,0,Pune,Independent House,Unfurnished,39009116.0
3433,3,3.0,26.0,2,Pune,Apartment,Semi-Furnished,31635448.0
3077,5,3.0,33.0,0,Mumbai,Apartment,Semi-Furnished,57279560.0
4013,3,3.0,4.0,2,Mumbai,Independent House,Unfurnished,75169213.0
3083,3,2.0,16.0,3,Thane,Independent House,Semi-Furnished,40379013.0
2016,4,3.0,35.0,2,Nagpur,Villa,Semi-Furnished,12051226.0
2152,1,4.0,0.0,0,Nagpur,Independent House,Unfurnished,13151688.0
2568,4,2.0,6.0,1,Pune,Apartment,Semi-Furnished,26023133.0
855,5,2.0,32.0,2,Mumbai,Apartment,Unfurnished,16988557.0
3466,2,3.0,6.0,1,Mumbai,Apartment,Semi-Furnished,64698406.0
3111,1,3.0,28.0,1,Thane,Apartment,Furnished,37492319.0
3424,2,1.0,36.0,3,Thane,Villa,Furnished,43554369.0
2635,2,2.0,19.0,3,Mumbai,Apartment,Semi-Furnished,49722359.0
3631,3,3.0,19.0,1,Thane,Apartment,Semi-Furnished,45257940.0
4299,5,3.0,17.0,1,Pune,Apartment,Semi-Furnished,41492728.0
2779,3,3.0,14.0,0,Mumbai,Apartment,Semi-Furnished,51712075.0
2277,1,4.0,15.0,1,Nagpur,Villa,Unfurnished,13585529.0
918,2,3.0,22.0,2,Mumbai,Apartment,Semi-Furnished,17823915.0
3614,4,3.0,35.0,2,Thane,Villa,Unfurnished,45764674.0
4115,2,2.0,39.0,1,Pune,Villa,Semi-Furnished,40125467.0
3297,3,2.0,34.0,0,Nagpur,Apartment,Semi-Furnished,14867739.0
3962,4,4.0,4.0,0,Pune,Independent House,Semi-Furnished,39714179.0
3944,2,2.0,12.0,0,Pune,Independent House,Semi-Furnished,37417193.0
3692,4,3.0,30.0,0,Mumbai,Apartment,Semi-Furnished,67690280.0
2511,2,1.0,21.0,0,Thane,Villa,Semi-Furnished,32055075.0
899,1,1.0,13.0,2,Nashik,Apartment,Furnished,6111504.0
512,2,1.0,12.0,3,Nashik,Apartment,Semi-Furnished,4848815.0
1317,3,1.0,4.0,3,Pune,Villa,Unfurnished,14737106.0
2224,1,3.0,13.0,2,Pune,Villa,Furnished,24293363.0
3474,5,3.0,16.0,1,Pune,Independent House,Unfurnished,35135779.0
2323,3,3.0,16.0,3,Thane,Villa,Unfurnished,31745077.0
592,1,2.0,21.0,0,Pune,Villa,Unfurnished,7084777.0
1341,5,3.0,10.0,2,Mumbai,Apartment,Semi-Furnished,27622488.0
4416,5,1.0,8.0,3,Nashik,Apartment,Semi-Furnished,28068536.0
4452,1,2.0,35.0,2,Nashik,Apartment,Semi-Furnished,23760397.0
2008,1,1.0,16.0,1,Mumbai,Apartment,Furnished,37551280.0
3719,2,1.0,10.0,2,Pune,Villa,Semi-Furnished,36445223.0
3377,3,1.0,25.0,3,Mumbai,Apartment,Unfurnished,62047586.0
4225,4,1.0,21.0,0,Nagpur,Apartment,Semi-Furnished,20236380.0
4050,3,2.0,23.0,2,Pune,Apartment,Semi-Furnished,38328091.0
3014,4,3.0,8.0,0,Nagpur,Apartment,Semi-Furnished,15516182.0
2078,1,3.0,28.0,0,Pune,Apartment,Semi-Furnished,18240342.0
3006,4,2.0,7.0,3,Thane,Apartment,Semi-Furnished,39011122.0
1776,5,1.0,33.0,1,Thane,Apartment,Semi-Furnished,23487989.0
1892,3,1.0,16.0,0,Pune,Apartment,Semi-Furnished,18569328.0
2934,3,3.0,16.0,1,Mumbai,Apartment,Furnished,55530102.0
2785,2,4.0,15.0,0,Mumbai,Independent House,Unfurnished,52667087.0
2823,5,2.0,16.0,3,Thane,Apartment,Unfurnished,36187361.0
2038,1,1.0,26.0,3,Nashik,Apartment,Semi-Furnished,11923837.0
2136,2,2.0,19.0,0,Nashik,Apartment,Furnished,12937147.0
540,1,1.0,5.0,0,Pune,Villa,Semi-Furnished,7468693.0
2907,5,1.0,22.0,3,Pune,Apartment,Semi-Furnished,28517568.0
2803,3,2.0,10.0,3,Nagpur,Apartment,Furnished,15258013.0
4241,5,4.0,4.0,3,Nashik,Independent House,Semi-Furnished,28385777.0
2517,4,3.0,,2,Thane,Independent House,Semi-Furnished,32849449.0
2370,3,4.0,12.0,3,Thane,Apartment,Semi-Furnished,30911551.0
770,3,2.0,23.0,1,Nashik,Apartment,Semi-Furnished,5551729.0
1286,2,2.0,6.0,3,Nashik,Apartment,Semi-Furnished,9282870.0
1852,3,2.0,13.0,3,Thane,Apartment,Furnished,24469061.0
2008,4,1.0,15.0,0,Thane,Apartment,Unfurnished,25583855.0
1950,5,2.0,5.0,0,Thane,Villa,Unfurnished,27477844.0
2076,3,2.0,38.0,2,Thane,Apartment,Semi-Furnished,25811192.0
3575,5,2.0,12.0,3,Mumbai,Apartment,Semi-Furnished,67240616.0
1024,5,1.0,23.0,3,Nagpur,Apartment,Semi-Furnished,7470723.0
1829,3,3.0,22.0,0,Nagpur,Apartment,Furnished,10660752.0
1151,3,4.0,17.0,1,Pune,Apartment,Semi-Furnished,12066775.0
1731,1,4.0,23.0,3,Nashik,Apartment,Furnished,11596750.0
3238,2,1.0,22.0,0,Mumbai,Apartment,Unfurnished,58984822.0
687,5,1.0,3.0,2,Mumbai,Apartment,Unfurnished,14649320.0
1857,1,4.0,26.0,1,Pune,Apartment,Semi-Furnished,17151971.0
594,2,4.0,4.0,0,Nagpur,Villa,Furnished,7503777.0
4319,4,3.0,17.0,0,Nagpur,Apartment,Unfurnished,20547270.0
3409,2,2.0,14.0,2,Nashik,Apartment,Unfurnished,19459619.0
1474,5,3.0,17.0,3,Pune,Independent House,Semi-Furnished,16999401.0
1292,4,3.0,2.0,0,Nashik,Villa,Semi-Furnished,12192368.0
895,1,4.0,28.0,1,Pune,Apartment,Semi-Furnished,8473407.0
2391,2,3.0,16.0,0,Mumbai,Apartment,Furnished,44759928.0
3514,4,1.0,2.0,2,Mumbai,Apartment,Unfurnished,65225254.0
2836,5,3.0,0.0,3,Thane,Apartment,Semi-Furnished,38588831.0
4024,5,4.0,21.0,3,Mumbai,Independent House,Unfurnished,75785276.0
1875,5,2.0,26.0,1,Nashik,Apartment,Unfurnished,11309080.0
1612,1,1.0,21.0,1,Thane,Apartment,Semi-Furnished,19022943.0
2412,4,1.0,28.0,1,Mumbai,Apartment,Semi-Furnished,45058147.0
1308,1,4.0,30.0,3,Thane,Apartment,Semi-Furnished,17030639.0
4402,1,2.0,34.0,1,Pune,Apartment,Semi-Furnished,40109850.0
1243,4,3.0,39.0,0,Mumbai,Apartment,Furnished,23406562.0
2415,3,4.0,35.0,3,Pune,Apartment,Unfurnished,22770955.0
2588,4,1.0,31.0,0,Nashik,Independent House,Semi-Furnished,17326285.0
728,5,1.0,17.0,3,Thane,Villa,Semi-Furnished,13089958.0
2373,1,4.0,20.0,0,Nagpur,Independent House,Unfurnished,11874966.0
2318,3,3.0,24.0,2,Nashik,Independent House,Semi-Furnished,15499546.0
1537,5,1.0,6.0,1,Pune,Independent House,Unfurnished,17451478.0
1011,3,3.0,27.0,2,Thane,Independent House,Unfurnished,14472955.0
680,3,1.0,23.0,1,Mumbai,Apartment,Unfurnished,12593506.0
534,3,4.0,20.0,1,Pune,Apartment,Unfurnished,6072734.0
2425,5,4.0,33.0,1,Thane,Apartment,Furnished,31746593.0
859,1,4.0,27.0,3,Mumbai,Villa,Furnished,18573461.0
4337,5,2.0,37.0,0,Mumbai,Villa,Semi-Furnished,80710357.0
1478,5,2.0,39.0,0,Pune,Apartment,Semi-Furnished,15415578.0
3110,5,4.0,33.0,0,Pune,Independent House,Furnished,31406884.0
3193,3,3.0,11.0,2,Thane,Villa,Semi-Furnished,42368391.0
2482,3,3.0,7.0,2,Mumbai,Villa,Semi-Furnished,48942411.0
4034,2,1.0,11.0,2,Thane,Apartment,Semi-Furnished,49831770.0
942,2,3.0,28.0,0,Pune,Apartment,Furnished,9923642.0
1436,5,3.0,34.0,3,Nashik,Apartment,Furnished,10528664.0
1509,3,2.0,35.0,3,Nagpur,Apartment,Unfurnished,7943209.0
1041,4,4.0,27.0,3,Nashik,Villa,Semi-Furnished,10284517.0
1679,1,1.0,27.0,3,Nashik,Apartment,Unfurnished,9038596.0
1750,4,3.0,38.0,1,Nashik,Apartment,Unfurnished,10155194.0
3559,4,4.0,27.0,2,Nagpur,Apartment,Semi-Furnished,18813717.0
1706,5,3.0,5.0,1,Thane,Apartment,Semi-Furnished,23829081.0
4006,1,1.0,20.0,2,Mumbai,Apartment,Unfurnished,71608762.0
3590,3,3.0,14.0,1,Mumbai,Independent House,Semi-Furnished,68159479.0
4106,3,3.0,25.0,2,Nashik,Apartment,Semi-Furnished,23966152.0
920,3,3.0,25.0,3,Mumbai,Independent House,Unfurnished,19340825.0
4438,1,2.0,11.0,2,Pune,Apartment,Furnished,40570580.0
2955,3,3.0,11.0,3,Thane,Apartment,Semi-Furnished,37884102.0
4429,2,2.0,3.0,3,Pune,Independent House,Semi-Furnished,43672986.0
1919,4,3.0,11.0,0,Pune,Villa,Unfurnished,21073309.0
4311,2,3.0,33.0,3,Nashik,Villa,Furnished,27319661.0
2854,3,3.0,26.0,3,Pune,Villa,Furnished,29420131.0
787,4,4.0,37.0,1,Pune,Apartment,Unfurnished,8369467.0
2140,1,4.0,37.0,2,Pune,Villa,Semi-Furnished,21521689.0
1051,4,4.0,34.0,2,Pune,Apartment,Furnished,12028500.0
4265,4,4.0,7.0,3,Mumbai,Villa,Unfurnished,82477676.0
1717,1,4.0,13.0,3,Thane,Independent House,Semi-Furnished,24031065.0
1389,1,1.0,2.0,0,Mumbai,Independent House,Furnished,27958397.0
2711,5,2.0,3.0,0,Mumbai,Villa,Semi-Furnished,54060079.0
2200,2,3.0,9.0,0,Nashik,Villa,Furnished,15690880.0
887,5,2.0,11.0,2,Mumbai,Apartment,Unfurnished,18313947.0
3765,3,3.0,0.0,3,Mumbai,Apartment,Furnished,70720338.0
3883,2,1.0,33.0,2,Mumbai,Independent House,Furnished,71182687.0
3471,2,1.0,21.0,0,Mumbai,Villa,Unfurnished,63979060.0
2967,4,3.0,26.0,2,Mumbai,Apartment,Semi-Furnished,55502894.0
2110,1,4.0,26.0,1,Pune,Villa,Semi-Furnished,21068746.0
2669,3,2.0,38.0,1,Thane,Apartment,Furnished,33140373.0
2583,2,2.0,5.0,3,Thane,Independent House,Unfurnished,33616687.0
1161,1,3.0,13.0,1,Thane,Independent House,Semi-Furnished,15651597.0
827,2,2.0,12.0,2,Pune,Apartment,Furnished,10289514.0
1513,3,1.0,22.0,0,Nagpur,Apartment,Semi-Furnished,7212463.0
2317,4,3.0,21.0,1,Nashik,Villa,Semi-Furnished,17226296.0
1141,1,4.0,31.0,2,Pune,Apartment,Semi-Furnished,10014576.0
926,5,3.0,22.0,2,Thane,Independent House,Furnished,15307995.0
3907,5,4.0,9.0,3,Nagpur,Apartment,Unfurnished,20382569.0
1999,4,3.0,22.0,1,Pune,Apartment,Furnished,20326495.0
2836,5,4.0,38.0,3,Thane,Apartment,Semi-Furnished,37236570.0
2596,3,1.0,23.0,3,Pune,Villa,Furnished,26997865.0
3440,5,1.0,23.0,1,Mumbai,Apartment,Unfurnished,62952953.0
3459,4,1.0,7.0,0,Pune,Independent House,Semi-Furnished,34550436.0
1684,3,4.0,0.0,1,Pune,Independent House,Furnished,19525914.0
3891,1,3.0,8.0,2,Thane,Villa,Furnished,50719821.0
1985,3,1.0,1.0,3,Nashik,Apartment,Unfurnished,12595995.0
3840,5,4.0,18.0,2,Pune,Apartment,Semi-Furnished,37380653.0
2119,5,2.0,35.0,2,Nagpur,Independent House,Unfurnished,11541044.0
943,3,3.0,17.0,0,Thane,Apartment,Unfurnished,12925295.0
3540,2,1.0,25.0,2,Thane,Independent House,Semi-Furnished,44137927.0
620,4,1.0,34.0,3,Thane,Independent House,Furnished,9858283.0
3589,1,2.0,30.0,1,Thane,Villa,Semi-Furnished,45070819.0
672,1,1.0,26.0,3,Nashik,Villa,Unfurnished,5471766.0
1327,3,3.0,31.0,0,Mumbai,Independent House,Unfurnished,25694121.0
2913,5,1.0,11.0,3,Thane,Villa,Semi-Furnished,39529189.0
4266,2,1.0,16.0,3,Pune,Villa,Unfurnished,41049093.0
2133,3,3.0,15.0,2,Pune,Apartment,Furnished,22096755.0
982,2,2.0,31.0,2,Mumbai,Apartment,Unfurnished,17431791.0
1431,3,3.0,16.0,3,Pune,Apartment,Unfurnished,15117800.0
4084,1,3.0,37.0,1,Nashik,Independent House,Semi-Furnished,23499400.0
3406,3,4.0,7.0,0,Thane,Villa,Unfurnished,44176544.0
901,3,4.0,6.0,3,Mumbai,Villa,Semi-Furnished,20609210.0
2039,2,1.0,28.0,0,Nashik,Apartment,Semi-Furnished,11419771.0
1558,2,3.0,30.0,2,Mumbai,Independent House,Unfurnished,29306398.0
1211,4,3.0,27.0,1,Nagpur,Apartment,Semi-Furnished,7669073.0
3885,1,3.0,12.0,3,Pune,Villa,Semi-Furnished,38275962.0
2970,1,4.0,0.0,3,Pune,Apartment,Semi-Furnished,29356371.0
1217,1,1.0,12.0,1,Nashik,Independent House,Unfurnished,7591620.0
3102,5,2.0,18.0,2,Nashik,Villa,Semi-Furnished,21560652.0
2154,2,4.0,16.0,1,Mumbai,Apartment,Semi-Furnished,41143991.0
745,1,4.0,36.0,1,Mumbai,Apartment,Unfurnished,13173342.0
2299,5,1.0,34.0,3,Pune,Apartment,Unfurnished,21782166.0
1240,1,2.0,31.0,1,Nagpur,Apartment,Unfurnished,4771288.0
1481,2,2.0,0.0,3,Mumbai,Apartment,Unfurnished,28589553.0
4015,1,1.0,5.0,2,Mumbai,Apartment,Unfurnished,73714192.0
3340,4,1.0,17.0,3,Thane,Apartment,Furnished,42206383.0
1036,4,3.0,24.0,2,Nagpur,Apartment,Semi-Furnished,6849537.0
3905,4,3.0,27.0,3,Pune,Villa,Semi-Furnished,38413758.0
2797,2,3.0,11.0,1,Nagpur,Apartment,Unfurnished,13681810.0
3998,2,2.0,4.0,1,Pune,Apartment,Unfurnished,37480246.0
3488,5,4.0,13.0,1,Pune,Independent House,Furnished,35460831.0
1857,5,3.0,31.0,0,Nagpur,Apartment,Semi-Furnished,10106336.0
2639,1,4.0,39.0,0,Pune,Villa,Furnished,26181734.0
2623,4,2.0,37.0,1,Pune,Independent House,Unfurnished,25296012.0
3379,5,1.0,23.0,3,Thane,Villa,Unfurnished,44390531.0
1493,3,2.0,3.0,3,Nagpur,Apartment,Semi-Furnished,9019932.0
1832,4,3.0,38.0,2,Thane,Apartment,Semi-Furnished,23624548.0
1479,1,2.0,6.0,1,Thane,Independent House,Unfurnished,19307996.0
1684,1,,10.0,2,Mumbai,Independent House,Semi-Furnished,33443313.0
1145,1,1.0,38.0,3,Nashik,Apartment,Unfurnished,4597707.0
646,1,3.0,20.0,0,Mumbai,Villa,Furnished,14497676.0
4260,5,2.0,7.0,3,Nagpur,Independent House,Furnished,24154495.0
797,4,1.0,20.0,3,Mumbai,Independent House,Semi-Furnished,18043244.0
4051,4,3.0,3.0,3,Pune,Apartment,Semi-Furnished,39938059.0
512,2,4.0,12.0,0,Pune,Apartment,Furnished,6992729.0
3609,5,3.0,38.0,3,Nagpur,Apartment,Semi-Furnished,18549471.0
1813,1,1.0,11.0,2,Pune,Apartment,Furnished,18390889.0
2570,5,1.0,35.0,2,Nashik,Villa,Semi-Furnished,17373148.0
1628,1,2.0,21.0,0,Thane,Apartment,Furnished,19804605.0
2462,1,3.0,26.0,1,Nagpur,Apartment,Unfurnished,10441454.0
2306,1,2.0,28.0,1,Mumbai,Apartment,Semi-Furnished,42036888.0
2618,4,2.0,22.0,3,Pune,Independent House,Furnished,27402443.0
2073,2,4.0,1.0,1,Thane,Independent House,Furnished,28790646.0
2646,3,1.0,36.0,0,Nashik,Independent House,Furnished,16089257.0
3801,3,1.0,19.0,3,Mumbai,Independent House,Semi-Furnished,71189375.0
2238,4,1.0,26.0,0,Thane,Independent House,Semi-Furnished,29200375.0
1945,2,4.0,22.0,3,Pune,Apartment,Unfurnished,19060923.0
1027,1,2.0,26.0,3,Mumbai,Apartment,Semi-Furnished,18677100.0
1938,2,1.0,14.0,1,Pune,Independent House,Unfurnished,18278062.0
1002,2,2.0,33.0,2,Pune,Villa,Semi-Furnished,11016913.0
1230,4,4.0,8.0,3,Mumbai,Apartment,Furnished,25471992.0
4308,4,3.0,26.0,2,Nagpur,Independent House,Furnished,22364683.0
857,1,1.0,23.0,2,Mumbai,Apartment,Semi-Furnished,16542381.0
2428,4,1.0,20.0,0,Nagpur,Independent House,Unfurnished,11955849.0
3837,1,1.0,0.0,2,Thane,Apartment,Semi-Furnished,47815367.0
4312,4,4.0,15.0,2,Thane,Apartment,Unfurnished,54562149.0
1086,2,1.0,1.0,2,Pune,Independent House,Unfurnished,12678359.0
1154,2,2.0,20.0,3,Nagpur,Villa,Furnished,9057754.0
1990,3,2.0,27.0,3,Pune,Villa,Semi-Furnished,21843959.0
2717,2,3.0,20.0,2,Nagpur,Villa,Unfurnished,15839030.0
4339,4,3.0,30.0,1,Mumbai,Apartment,Semi-Furnished,79695996.0
1330,5,,14.0,1,Nagpur,Apartment,Unfurnished,8916362.0
1157,5,2.0,12.0,0,Pune,Apartment,Semi-Furnished,13637107.0
1512,3,2.0,17.0,2,Nashik,Apartment,Unfurnished,9288118.0
3997,3,2.0,9.0,1,Pune,Apartment,Unfurnished,37442791.0
620,3,1.0,32.0,3,Pune,Apartment,Semi-Furnished,6338380.0
2020,4,3.0,32.0,3,Nashik,Apartment,Semi-Furnished,13307440.0
975,3,3.0,16.0,3,Mumbai,Apartment,Semi-Furnished,19035855.0
1128,3,2.0,31.0,3,Nagpur,Apartment,Furnished,7562482.0
4167,3,4.0,1.0,1,Nagpur,Apartment,Furnished,22471708.0
506,2,1.0,6.0,1,Nashik,Independent House,Furnished,6078474.0
1786,3,4.0,11.0,2,Nagpur,Independent House,Furnished,11133509.0
4161,4,3.0,15.0,1,Nagpur,Independent House,Furnished,22236437.0
2932,3,1.0,9.0,1,Thane,Apartment,Furnished,38184711.0
787,5,3.0,20.0,2,Pune,Villa,Unfurnished,11163167.0
2360,5,4.0,31.0,1,Nashik,Apartment,Unfurnished,14084171.0
4383,3,2.0,18.0,3,Nagpur,Apartment,Semi-Furnished,21813230.0
2101,5,2.0,17.0,0,Pune,Independent House,Furnished,23114621.0
2614,1,4.0,2.0,1,Pune,Apartment,Furnished,26295172.0
2627,5,1.0,11.0,2,Pune,Independent House,Semi-Furnished,27385318.0
3141,2,1.0,32.0,3,Nashik,Villa,Furnished,20676504.0
1248,3,3.0,32.0,2,Mumbai,Apartment,Semi-Furnished,23508095.0
3858,2,4.0,4.0,0,Nagpur,Apartment,Semi-Furnished,19804040.0
4454,3,3.0,0.0,1,Nashik,Independent House,Unfurnished,27837758.0
1070,2,1.0,33.0,3,Nagpur,Apartment,Semi-Furnished,5295111.0
3773,4,3.0,6.0,1,Pune,Apartment,Unfurnished,36216451.0
3767,1,2.0,22.0,1,Nagpur,Apartment,Unfurnished,16826883.0
3466,5,4.0,33.0,0,Nagpur,Independent House,Semi-Furnished,18711514.0
1983,5,3.0,31.0,2,Pune,Apartment,Unfurnished,19525276.0
2375,3,2.0,22.0,0,Pune,Independent House,Furnished,24454881.0
3856,3,3.0,15.0,1,Mumbai,Villa,Semi-Furnished,72996807.0
1111,4,3.0,30.0,2,Thane,Apartment,Semi-Furnished,15947731.0
3814,1,3.0,27.0,3,Mumbai,Apartment,Unfurnished,68780699.0
4182,4,2.0,33.0,0,Pune,Villa,Furnished,41502036.0
3227,2,3.0,20.0,1,Pune,Apartment,Semi-Furnished,30806448.0
1865,4,1.0,37.0,0,Pune,Apartment,Semi-Furnished,17559638.0
2736,2,2.0,30.0,1,Mumbai,Apartment,Semi-Furnished,49862542.0
700,4,2.0,2.0,3,Nagpur,Independent House,Semi-Furnished,7061965.0
4227,4,3.0,11.0,1,Mumbai,Villa,Semi-Furnished,80333318.0
1869,2,4.0,31.0,1,Thane,Apartment,Semi-Furnished,23556903.0
728,4,4.0,4.0,1,Pune,Apartment,Furnished,10311689.0
3677,3,2.0,28.0,3,Mumbai,Apartment,Semi-Furnished,68208388.0
3130,2,3.0,13.0,2,Nagpur,Villa,Furnished,18040435.0
2990,3,1.0,8.0,2,Nagpur,Apartment,Semi-Furnished,15337671.0
716,5,2.0,21.0,3,Thane,Independent House,Unfurnished,11082871.0
3503,1,3.0,37.0,2,Pune,Independent House,Semi-Furnished,33026588.0
3049,5,3.0,35.0,2,Nashik,Apartment,Semi-Furnished,19128448.0
3674,5,4.0,16.0,2,Nagpur,Independent House,Semi-Furnished,21282687.0
3809,3,2.0,0.0,2,Pune,Villa,Furnished,39756046.0
1347,4,4.0,35.0,0,Thane,Villa,Semi-Furnished,19869026.0
1342,2,4.0,35.0,1,Mumbai,Apartment,Furnished,25860002.0
4195,1,3.0,24.0,3,Pune,Independent House,Unfurnished,39569531.0
2624,3,1.0,25.0,0,Nagpur,Apartment,Semi-Furnished,13001842.0
2251,5,2.0,21.0,3,Nagpur,Independent House,Unfurnished,12540617.0
1648,2,4.0,0.0,2,Thane,Apartment,Semi-Furnished,22041094.0
3056,4,3.0,6.0,1,Thane,Apartment,Semi-Furnished,39033563.0
3515,4,4.0,5.0,0,Pune,Independent House,Semi-Furnished,36256578.0
509,4,4.0,36.0,3,Nashik,Apartment,Semi-Furnished,4487168.0
2710,2,1.0,1.0,0,Thane,Apartment,Unfurnished,33339712.0
4473,2,4.0,22.0,2,Pune,Independent House,Unfurnished,42419996.0
1622,3,2.0,14.0,0,Mumbai,Apartment,Semi-Furnished,30286344.0
1623,5,4.0,0.0,3,Thane,Independent House,Unfurnished,24437245.0
4012,5,3.0,36.0,0,Pune,Independent House,Semi-Furnished,37849324.0
748,3,2.0,0.0,3,Thane,Apartment,Semi-Furnished,11336130.0
2090,5,1.0,34.0,2,Mumbai,Apartment,Furnished,39869467.0
2333,3,1.0,31.0,0,Thane,Independent House,Furnished,29487264.0
3691,2,3.0,31.0,2,Nashik,Independent House,Semi-Furnished,22845101.0
1016,1,3.0,6.0,3,Nagpur,Apartment,Furnished,7032826.0
2236,4,3.0,35.0,0,Nagpur,Villa,Furnished,14171432.0
1109,4,1.0,23.0,3,Pune,Villa,Unfurnished,13382062.0
3650,5,3.0,16.0,3,Nashik,Apartment,Furnished,23809632.0
3029,4,1.0,27.0,2,Thane,Villa,Semi-Furnished,39259547.0
2486,1,1.0,13.0,1,Thane,Apartment,Semi-Furnished,30980116.0
2071,3,2.0,11.0,0,Thane,Apartment,Semi-Furnished,26850565.0
1112,4,3.0,11.0,1,Nashik,Apartment,Furnished,10234092.0
4187,3,3.0,22.0,3,Nashik,Independent House,Furnished,26941280.0
3090,3,4.0,24.0,2,Nashik,Apartment,Furnished,19326169.0
1776,5,4.0,9.0,2,Nashik,Apartment,Semi-Furnished,13558240.0
2155,4,2.0,9.0,3,Nashik,Apartment,Furnished,15432462.0
3404,4,4.0,37.0,1,Pune,Apartment,Semi-Furnished,32789331.0
